calls,missed,answered,answer_rate,quotes,quote_rate,quote_ans_rate,policies,bind_rate,bind_ans_rate,hrs_talk_time,missed_quotes,missed_policies
39,29,14,0.32558139534883720930,11,0.25581395348837209302,0.78571428571428571429,3,0.06976744186046511628,0.21428571428571428571,6,21.26666666666666666657,5.80000000000000000000
